site,latitude,longitude,zone,length_m,width_m,height_m,orientation_deg,wall_material,wall_thickness_m,roof_material,roof_thickness_m,insulation_material,insulation_thickness_m,window_wall,window_width_m,window_height_m,window_shgc,window_u_w_m2k,hot_mean_c,hot_max_c,hot_comfort_fraction,cold_min_c
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,plywood,0.012,concrete,0.1,mineral_wool,0.1,south,1.5,1.2,0.85,2.6,27.891,33.987,0.8631,-2.137
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,plywood,0.03,gi_sheet,0.002,mineral_wool,0.05,south,0.6,1.5,0.55,3.5,27.149,33.71,0.8869,-1.951
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.15,brick,0.115,eps,0.025,south,1.5,0.6,0.35,2.6,27.161,31.596,0.9821,-2.114
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,concrete,0.3,concrete,0.2,eps,0.025,east,1.8,0.6,0.55,2.6,25.719,29.406,0.9464,-2.396
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,rcc_slab,0.25,eps,0.05,east,0.9,1.2,0.35,2.6,24.151,27.253,0.9345,-2.404
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,puf_sandwich_panel,0.075,none,0.0,north,1.8,1.2,0.35,5.8,24.956,28.229,0.9464,-2.393
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,concrete,0.1,puf_sandwich_panel,0.1,mineral_wool,0.025,south,0.6,0.6,0.85,5.8,26.491,30.392,0.9643,-2.294
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,plywood,0.012,puf_sandwich_panel,0.15,mineral_wool,0.1,south,1.5,1.5,0.75,2.6,28.309,37.846,0.7262,-1.9
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,puf_sandwich_panel,0.05,mineral_wool,0.1,west,0.9,0.9,0.85,2.6,26.935,30.552,0.9881,-1.891
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,brick,0.23,rcc_slab,0.15,mineral_wool,0.05,north,1.5,1.5,0.45,2.6,25.787,29.119,0.9524,-2.37
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,gi_sheet,0.002,none,0.0,east,1.2,1.2,0.55,3.5,27.787,42.532,0.4762,-8.19
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,rcc_slab,0.15,none,0.0,south,1.5,0.6,0.65,2.6,27.671,40.152,0.5714,-7.207
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,rammed_earth,0.15,gi_sheet,0.002,eps,0.1,west,0.9,0.9,0.55,2.6,26.127,29.423,0.9643,-2.312
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.1,rcc_slab,0.25,none,0.0,south,1.5,1.5,0.55,3.5,28.883,35.521,0.7321,-2.254
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,concrete,0.2,concrete,0.1,mineral_wool,0.025,east,0.6,1.2,0.35,5.8,26.313,30.147,0.9524,-2.37
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,brick,0.23,mineral_wool,0.05,west,0.9,1.2,0.45,3.5,26.74,30.609,0.9762,-2.219
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.15,rcc_slab,0.25,eps,0.025,south,0.6,1.5,0.65,2.6,27.044,30.584,0.9702,-2.256
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,concrete,0.3,gi_sheet,0.002,mineral_wool,0.025,east,1.2,1.5,0.55,3.5,25.815,29.423,0.9464,-2.385
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,plywood,0.019,concrete,0.1,eps,0.025,south,1.2,0.9,0.75,2.6,27.852,35.315,0.7679,-2.13
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,brick,0.115,eps,0.1,south,1.2,1.5,0.35,3.5,23.916,26.765,0.9345,-2.398
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,rcc_slab,0.2,mineral_wool,0.025,east,0.9,1.5,0.65,3.5,25.465,29.046,0.9464,-2.402
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,plywood,0.019,gi_sheet,0.002,mineral_wool,0.05,north,1.8,0.9,0.85,3.5,27.571,34.642,0.756,-1.917
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,brick,0.115,rcc_slab,0.2,mineral_wool,0.1,west,0.9,1.5,0.45,5.8,26.187,29.657,0.9583,-2.339
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,rammed_earth,0.45,concrete,0.15,eps,0.05,west,1.8,0.6,0.75,2.6,24.6,27.789,0.9405,-2.401
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.075,concrete,0.15,mineral_wool,0.1,east,1.5,1.5,0.55,5.8,26.54,29.981,0.9821,-2.189
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,plywood,0.05,concrete,0.15,eps,0.05,south,1.8,1.2,0.35,2.6,26.491,30.782,0.9762,-2.211
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,brick,0.23,rcc_slab,0.25,none,0.0,west,0.6,0.9,0.85,5.8,27.896,33.015,0.881,-2.38
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.15,rcc_slab,0.1,eps,0.025,south,1.5,0.9,0.55,5.8,27.782,33.208,0.8929,-2.12
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,rcc_slab,0.1,eps,0.05,west,1.8,0.6,0.55,2.6,25.575,29.007,0.9464,-2.379
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,brick,0.23,rcc_slab,0.1,eps,0.1,east,0.6,0.6,0.55,3.5,25.22,28.201,0.9524,-2.368
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,puf_sandwich_panel,0.075,mineral_wool,0.1,east,1.8,1.5,0.45,2.6,26.389,31.948,0.9881,-1.944
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,brick,0.115,brick,0.23,none,0.0,east,0.9,1.5,0.75,3.5,28.043,34.694,0.7798,-2.335
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,rammed_earth,0.3,concrete,0.15,mineral_wool,0.1,east,1.8,0.6,0.75,2.6,25.261,28.4,0.9464,-2.383
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,rammed_earth,0.45,concrete,0.15,mineral_wool,0.05,north,1.2,0.9,0.35,3.5,24.295,27.358,0.9405,-2.401
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,gi_sheet,0.002,eps,0.05,south,0.9,0.9,0.35,3.5,26.901,33.551,0.881,-1.933
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,puf_sandwich_panel,0.1,eps,0.05,west,0.9,1.2,0.35,5.8,26.285,31.835,0.9881,-1.912
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,plywood,0.019,concrete,0.2,eps,0.05,east,1.2,0.6,0.55,5.8,26.933,31.334,0.9762,-2.231
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,rammed_earth,0.15,rcc_slab,0.2,none,0.0,north,1.5,1.5,0.35,5.8,27.732,34.228,0.8155,-2.347
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,plywood,0.012,rcc_slab,0.2,none,0.0,north,0.9,0.9,0.75,2.6,28.101,39.037,0.625,-4.297
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.075,brick,0.115,mineral_wool,0.1,west,0.6,1.5,0.75,5.8,27.289,30.953,0.9821,-2.125
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,concrete,0.2,eps,0.1,north,1.2,0.9,0.65,2.6,26.88,30.776,0.9762,-2.237
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,puf_sandwich_panel,0.1,none,0.0,east,1.5,1.2,0.65,2.6,26.84,31.524,0.9881,-1.832
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,concrete,0.1,mineral_wool,0.1,west,0.6,1.2,0.35,5.8,26.452,31.083,0.9821,-2.156
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,brick,0.115,concrete,0.2,eps,0.1,east,0.6,0.9,0.55,2.6,25.915,28.985,0.9583,-2.339
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.15,concrete,0.2,eps,0.025,west,1.8,0.6,0.85,2.6,27.994,32.904,0.9226,-2.225
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.1,gi_sheet,0.002,eps,0.025,west,0.6,0.9,0.35,5.8,27.171,33.157,0.9226,-1.852
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,rcc_slab,0.15,mineral_wool,0.1,west,0.6,1.5,0.55,3.5,26.947,31.011,0.9762,-2.206
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,gi_sheet,0.002,mineral_wool,0.1,north,1.8,0.9,0.35,5.8,26.781,32.245,0.9702,-1.966
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,plywood,0.05,brick,0.23,mineral_wool,0.1,north,0.6,1.2,0.75,3.5,26.397,29.46,0.9762,-2.248
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,gi_sheet,0.002,mineral_wool,0.05,south,0.9,1.5,0.35,2.6,26.782,33.766,0.881,-1.947
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,rammed_earth,0.45,rcc_slab,0.15,eps,0.05,north,1.2,1.5,0.75,5.8,25.095,28.443,0.9405,-2.4
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,concrete,0.2,mineral_wool,0.05,north,1.2,0.6,0.35,2.6,26.455,30.632,0.9762,-2.238
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,rammed_earth,0.3,rcc_slab,0.15,mineral_wool,0.025,south,0.9,0.6,0.75,2.6,25.736,29.25,0.9464,-2.383
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,rammed_earth,0.15,gi_sheet,0.002,mineral_wool,0.1,east,1.5,0.6,0.45,3.5,26.06,29.178,0.9643,-2.314
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,brick,0.23,concrete,0.1,eps,0.025,west,0.9,0.6,0.35,3.5,26.342,30.117,0.9524,-2.368
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,rammed_earth,0.15,rcc_slab,0.15,mineral_wool,0.1,south,0.9,1.5,0.85,5.8,26.511,30.062,0.9583,-2.342
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,brick,0.115,gi_sheet,0.002,eps,0.05,east,1.8,1.5,0.65,5.8,28.148,34.073,0.8571,-2.281
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,rammed_earth,0.45,brick,0.23,eps,0.1,south,1.2,0.6,0.35,3.5,23.526,26.421,0.9345,-2.403
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,brick,0.115,puf_sandwich_panel,0.05,eps,0.05,south,0.6,1.2,0.75,3.5,26.616,30.093,0.9702,-2.287
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.05,puf_sandwich_panel,0.05,eps,0.1,south,1.8,0.9,0.45,5.8,26.949,32.808,0.9583,-1.821
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,concrete,0.1,rcc_slab,0.15,mineral_wool,0.1,west,1.2,0.9,0.35,2.6,26.071,29.215,0.9583,-2.333
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,rammed_earth,0.15,gi_sheet,0.002,mineral_wool,0.1,north,0.6,1.5,0.65,2.6,26.091,29.17,0.9643,-2.314
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,puf_sandwich_panel,0.1,none,0.0,north,0.6,1.5,0.35,5.8,26.484,37.26,0.5714,-6.932
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,concrete,0.1,eps,0.025,west,0.9,0.6,0.55,3.5,27.401,32.429,0.9524,-2.111
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,concrete,0.1,rcc_slab,0.15,mineral_wool,0.1,south,0.6,1.2,0.85,2.6,26.325,29.731,0.9583,-2.333
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,rcc_slab,0.2,none,0.0,south,0.6,1.2,0.65,2.6,28.745,36.15,0.7143,-2.22
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.15,gi_sheet,0.002,eps,0.05,west,1.5,1.5,0.35,2.6,26.81,32.015,0.9821,-1.869
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,brick,0.115,gi_sheet,0.002,none,0.0,north,1.2,1.2,0.45,2.6,28.824,39.23,0.6012,-3.573
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,concrete,0.2,none,0.0,north,0.6,1.5,0.35,2.6,28.93,36.168,0.7143,-2.222
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,rammed_earth,0.15,rcc_slab,0.1,eps,0.05,east,1.2,0.6,0.35,3.5,25.865,29.056,0.9583,-2.333
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,rammed_earth,0.15,puf_sandwich_panel,0.075,eps,0.025,north,1.8,1.5,0.65,5.8,27.392,31.776,0.9643,-2.302
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,brick,0.345,brick,0.23,eps,0.05,east,0.9,1.5,0.55,2.6,25.233,28.558,0.9464,-2.394
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,concrete,0.2,brick,0.23,mineral_wool,0.1,east,1.5,1.5,0.45,5.8,25.85,29.421,0.9464,-2.376
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,plywood,0.012,puf_sandwich_panel,0.1,eps,0.05,west,1.8,1.2,0.85,5.8,29.071,38.259,0.6071,-1.85
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,puf_sandwich_panel,0.075,mineral_wool,0.025,north,0.9,0.9,0.65,3.5,26.728,34.095,0.8452,-1.916
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,gi_sheet,0.002,brick,0.23,mineral_wool,0.05,west,1.8,0.6,0.85,5.8,27.587,32.523,0.9405,-2.233
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,plywood,0.03,rcc_slab,0.2,none,0.0,east,0.6,0.9,0.85,3.5,28.426,38.119,0.6548,-2.236
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,brick,0.23,none,0.0,east,0.6,0.9,0.35,3.5,27.98,33.753,0.8571,-2.214
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,rammed_earth,0.15,gi_sheet,0.002,mineral_wool,0.05,west,1.5,0.9,0.85,5.8,26.867,30.63,0.9643,-2.311
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,gi_sheet,0.002,brick,0.115,mineral_wool,0.1,east,1.2,1.5,0.45,2.6,26.364,30.701,0.9821,-2.149
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,concrete,0.2,puf_sandwich_panel,0.1,eps,0.025,east,1.8,1.2,0.45,5.8,26.442,30.135,0.9583,-2.356
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,rammed_earth,0.45,rcc_slab,0.1,mineral_wool,0.05,south,0.6,1.2,0.35,3.5,24.233,27.247,0.9405,-2.4
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,plywood,0.019,gi_sheet,0.002,mineral_wool,0.025,east,1.2,0.6,0.85,3.5,27.367,35.498,0.7381,-1.907
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,brick,0.115,gi_sheet,0.002,eps,0.05,west,1.2,1.5,0.55,3.5,27.57,31.935,0.9643,-2.285
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,plywood,0.012,gi_sheet,0.002,mineral_wool,0.05,west,1.5,0.9,0.45,5.8,27.271,34.885,0.8155,-1.894
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.15,brick,0.115,eps,0.025,east,1.5,0.6,0.35,2.6,27.301,32.037,0.9762,-2.114
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,rcc_slab,0.25,mineral_wool,0.025,north,1.8,1.5,0.75,3.5,27.455,33.226,0.8631,-2.264
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,rammed_earth,0.45,concrete,0.1,eps,0.05,north,1.8,1.5,0.65,2.6,26.138,29.875,0.9464,-2.397
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,brick,0.115,brick,0.115,eps,0.1,west,1.5,1.2,0.75,2.6,27.536,32.121,0.9583,-2.314
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,brick,0.115,concrete,0.2,none,0.0,north,0.6,0.9,0.55,3.5,28.541,36.06,0.7262,-2.338
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,brick,0.115,concrete,0.2,mineral_wool,0.025,west,1.8,1.5,0.75,5.8,27.814,32.532,0.9107,-2.335
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,rammed_earth,0.15,rcc_slab,0.2,eps,0.05,west,1.5,1.5,0.45,2.6,26.772,30.488,0.9583,-2.347
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,plywood,0.03,brick,0.23,none,0.0,south,1.5,1.5,0.85,5.8,28.504,37.439,0.6548,-2.23
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.1,gi_sheet,0.002,mineral_wool,0.025,east,0.6,0.9,0.65,2.6,27.578,33.687,0.869,-1.862
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,plywood,0.03,gi_sheet,0.002,eps,0.05,west,1.5,0.9,0.55,5.8,27.141,33.323,0.881,-1.935
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,plywood,0.012,brick,0.23,mineral_wool,0.05,east,1.8,1.5,0.75,3.5,28.163,34.349,0.8274,-2.223
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,plywood,0.012,brick,0.115,eps,0.025,west,0.9,0.9,0.55,3.5,27.331,34.052,0.8512,-2.116
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,rammed_earth,0.45,rcc_slab,0.2,eps,0.05,east,0.6,1.2,0.35,5.8,24.061,27.108,0.9345,-2.403
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,gi_sheet,0.002,puf_sandwich_panel,0.15,eps,0.025,west,0.6,0.6,0.55,3.5,26.518,33.757,0.8869,-1.914
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,rammed_earth,0.45,puf_sandwich_panel,0.05,none,0.0,north,0.6,0.6,0.35,2.6,24.825,28.083,0.9464,-2.396
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,gi_sheet,0.002,brick,0.23,eps,0.05,west,1.5,0.9,0.85,5.8,27.603,33.756,0.8929,-2.23
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.15,brick,0.115,eps,0.025,east,1.2,1.5,0.65,2.6,28.085,34.026,0.8512,-2.113
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,concrete,0.2,eps,0.1,north,0.6,0.6,0.65,2.6,26.335,29.743,0.9762,-2.237
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,puf_sandwich_panel,0.05,puf_sandwich_panel,0.075,eps,0.025,south,0.9,0.6,0.65,2.6,26.401,30.615,0.9881,-1.805
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,brick,0.23,mineral_wool,0.025,north,0.9,1.5,0.85,5.8,27.276,33.079,0.8929,-2.231
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,rammed_earth,0.15,puf_sandwich_panel,0.15,eps,0.05,north,0.9,0.6,0.55,2.6,25.735,28.621,0.9643,-2.311
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,brick,0.115,eps,0.05,east,1.2,0.9,0.45,3.5,27.115,32.916,0.9345,-2.137
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,brick,0.345,brick,0.115,eps,0.1,north,0.9,1.2,0.65,3.5,24.992,28.091,0.9464,-2.39
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,plywood,0.019,gi_sheet,0.002,eps,0.05,north,0.6,1.2,0.75,5.8,27.465,33.907,0.8155,-1.902
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,brick,0.345,gi_sheet,0.002,mineral_wool,0.025,south,1.2,0.6,0.35,3.5,25.577,29.079,0.9464,-2.385
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,rammed_earth,0.45,concrete,0.2,eps,0.05,west,1.5,1.2,0.35,2.6,24.448,27.637,0.9405,-2.402
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,rammed_earth,0.3,gi_sheet,0.002,none,0.0,east,1.2,0.6,0.55,2.6,28.023,33.811,0.8452,-2.372
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,gi_sheet,0.002,eps,0.025,west,1.5,0.6,0.75,3.5,27.717,36.398,0.6786,-1.93
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,brick,0.23,concrete,0.15,eps,0.05,west,1.8,1.2,0.85,5.8,27.466,31.996,0.9524,-2.369
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,rammed_earth,0.45,gi_sheet,0.002,eps,0.05,east,1.2,1.5,0.75,3.5,25.433,28.947,0.9405,-2.394
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,concrete,0.15,puf_sandwich_panel,0.15,mineral_wool,0.025,north,0.9,1.2,0.85,2.6,26.359,29.903,0.9583,-2.335
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,brick,0.115,rcc_slab,0.1,mineral_wool,0.025,west,1.2,1.2,0.45,5.8,27.467,32.093,0.9464,-2.315
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,puf_sandwich_panel,0.1,gi_sheet,0.002,eps,0.05,south,0.9,0.9,0.75,2.6,27.493,33.456,0.8988,-1.857
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,concrete,0.3,rcc_slab,0.2,eps,0.1,west,0.6,1.2,0.55,5.8,24.367,27.431,0.9405,-2.397
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,puf_sandwich_panel,0.15,none,0.0,south,0.6,1.5,0.35,5.8,26.231,30.586,0.9881,-1.806
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,plywood,0.012,brick,0.23,mineral_wool,0.025,south,1.8,1.2,0.45,2.6,27.42,33.844,0.869,-2.221
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,gi_sheet,0.002,mineral_wool,0.025,south,0.6,0.6,0.75,5.8,27.178,35.278,0.7619,-1.939
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,rammed_earth,0.15,gi_sheet,0.002,none,0.0,north,1.2,0.6,0.85,2.6,28.559,37.65,0.6607,-2.363
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,puf_sandwich_panel,0.15,none,0.0,east,0.6,1.2,0.55,2.6,26.541,37.543,0.5714,-6.908
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,puf_sandwich_panel,0.15,concrete,0.2,none,0.0,east,0.6,0.9,0.75,3.5,29.184,36.289,0.6964,-2.225
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,concrete,0.3,puf_sandwich_panel,0.15,eps,0.025,north,1.8,1.5,0.55,3.5,26.105,29.713,0.9524,-2.383
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,brick,0.115,brick,0.23,mineral_wool,0.05,east,1.5,1.5,0.35,2.6,26.491,30.216,0.9583,-2.334
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,plywood,0.05,concrete,0.15,eps,0.05,south,1.5,1.5,0.65,5.8,27.119,31.76,0.9762,-2.211
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,90.0,plywood,0.03,concrete,0.15,eps,0.025,south,0.6,0.6,0.85,5.8,27.284,32.872,0.9286,-2.198
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,45.0,plywood,0.05,concrete,0.15,mineral_wool,0.05,east,1.8,0.6,0.75,3.5,27.393,31.877,0.9762,-2.215
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,plywood,0.012,brick,0.23,eps,0.1,east,1.2,0.9,0.35,2.6,26.579,30.321,0.9762,-2.222
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,plywood,0.03,puf_sandwich_panel,0.075,mineral_wool,0.05,east,0.6,0.6,0.55,5.8,26.658,31.701,0.9881,-1.933
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,puf_sandwich_panel,0.05,rcc_slab,0.2,eps,0.1,west,0.6,0.6,0.85,5.8,26.487,29.338,0.9762,-2.223
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,0.0,brick,0.115,gi_sheet,0.002,mineral_wool,0.025,east,1.5,1.5,0.85,2.6,28.994,34.997,0.7202,-2.283
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,gi_sheet,0.002,brick,0.23,mineral_wool,0.05,east,0.9,1.2,0.65,5.8,27.201,32.257,0.9583,-2.233
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,135.0,puf_sandwich_panel,0.1,puf_sandwich_panel,0.1,mineral_wool,0.1,north,0.9,0.6,0.35,5.8,26.234,29.269,0.9881,-1.882
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,concrete,0.15,gi_sheet,0.002,mineral_wool,0.025,west,1.5,0.6,0.55,3.5,26.976,31.142,0.9583,-2.336
Srinagar,34.0837,74.7973,cold,3.0,3.0,2.6,180.0,rammed_earth,0.3,rcc_slab,0.2,mineral_wool,0.025,south,1.2,0.6,0.35,3.5,25.429,28.842,0.9464,-2.386
